tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	result_type	volume	weight	location	site
PI16-20a	PI16-20	PI16-20a:LP-DIR-AF		HC	216.6	21.5	1.0	76.0	-1.0	1.7	1.1				0.14	0.01	T		hargrave 2014-03-09 13:38:40	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-20a	PI16-20	PI16-20a:LP-DIR-AF		HC	78.3	46.8	1.0	76.0	0.0	1.7	1.1				0.14	0.01	T		hargrave 2014-03-09 13:38:40	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-20b	PI16-20	PI16-20b:LP-DIR-T		HT	221.1	19.0	1.0	15.0	-1.0	1.1	3.0				853.0	573.0	K		hargrave 2016-02-01 09:05:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-20b	PI16-20	PI16-20b:LP-DIR-T		HT	81.6	42.5	1.0	15.0	0.0	1.1	3.0				853.0	573.0	K		hargrave 2016-02-01 09:05:48	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-21a	PI16-21	PI16-21a:LP-DIR-AF		HC	70.4	64.2	1.0	41.0	0.0	4.5	10.0				0.14	0.03	T		hargrave 2014-03-09 15:53:40	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-21a	PI16-21	PI16-21a:LP-DIR-AF		HC	183.3	18.4	1.0	41.0	-1.0	4.5	10.0				0.14	0.03	T		hargrave 2014-03-09 15:53:40	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-22a	PI16-22	PI16-22a:LP-DIR-AF		HC	162.1	28.3	1.0	76.0	-1.0	14.4	5.4				0.14	0.01	T		hargrave 2014-03-09 18:09:36	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-22a	PI16-22	PI16-22a:LP-DIR-AF		HC	25.8	58.6	1.0	76.0	0.0	14.4	5.4				0.14	0.01	T		hargrave 2014-03-09 18:09:36	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-23a	PI16-23	PI16-23a:LP-DIR-AF		HC	165.0	43.1	1.0	76.0	-1.0	7.2	5.7				0.14	0.01	T		hargrave 2014-03-09 20:24:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-23a	PI16-23	PI16-23a:LP-DIR-AF		HC	41.9	60.2	1.0	76.0	0.0	7.2	5.7				0.14	0.01	T		hargrave 2014-03-09 20:24:43	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-23b	PI16-23	PI16-23b:LP-DIR-T		HT	56.0	60.9	1.0	16.0	0.0	2.4	3.7				798.0	423.0	K		hargrave 2016-02-01 09:07:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-23b	PI16-23	PI16-23b:LP-DIR-T		HT	174.6	43.1	1.0	16.0	-1.0	2.4	3.7				798.0	423.0	K		hargrave 2016-02-01 09:07:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-24a	PI16-24																					This study		g	i			Slate Islands	PI16
PI16-2a	PI16-2	PI16-2a:LP-DIR-AF		HC	190.8	9.8	1.0	95.0	-1.0	3.3	4.1				0.14	0.0	T		hargrave 2014-03-07 22:18:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-2a	PI16-2	PI16-2a:LP-DIR-AF		HC	49.4	53.6	1.0	95.0	0.0	3.3	4.1				0.14	0.0	T		hargrave 2014-03-07 22:18:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-2b	PI16-2	PI16-2b:LP-DIR-T		HT	194.8	9.2	1.0	13.0	-1.0	6.0	6.6				823.0	523.0	K		hargrave 2016-02-01 08:41:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-2b	PI16-2	PI16-2b:LP-DIR-T		HT	55.3	52.0	1.0	13.0	0.0	6.0	6.6				823.0	523.0	K		hargrave 2016-02-01 08:41:06	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-3a	PI16-3	PI16-3a:LP-DIR-AF		HC	187.1	-24.0	1.0	76.0	-1.0	0.5	1.4				0.14	0.01	T		hargrave 2015-10-23 17:09:23	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-3a	PI16-3	PI16-3a:LP-DIR-AF		HC	63.7	55.3	1.0	76.0	0.0	0.5	1.4				0.14	0.01	T		hargrave 2015-10-23 17:09:23	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-3b	PI16-3	PI16-3b:LP-DIR-T		HT	192.9	-20.4	1.0	19.0	-1.0	1.0	3.5				853.0	473.0	K		hargrave 2016-02-01 08:42:42	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-3b	PI16-3	PI16-3b:LP-DIR-T		HT	74.8	57.0	1.0	19.0	0.0	1.0	3.5				853.0	473.0	K		hargrave 2016-02-01 08:42:42	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-4a	PI16-4	PI16-4a:LP-DIR-AF		HC	187.0	-1.1	1.0	76.0	-1.0	3.0	2.9				0.14	0.01	T		hargrave 2014-03-08 02:49:19	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-4a	PI16-4	PI16-4a:LP-DIR-AF		HC	75.2	57.2	1.0	76.0	0.0	3.0	2.9				0.14	0.01	T		hargrave 2014-03-08 02:49:19	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-4b	PI16-4	PI16-4b:LP-DIR-T		HT	192.3	-1.4	1.0	21.0	-1.0	3.8	4.7				848.0	373.0	K		hargrave 2016-02-01 08:44:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-4b	PI16-4	PI16-4b:LP-DIR-T		HT	84.3	55.6	1.0	21.0	0.0	3.8	4.7				848.0	373.0	K		hargrave 2016-02-01 08:44:24	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-6a	PI16-6	PI16-6a:LP-DIR-AF		HC	176.7	10.9	1.0	84.0	-1.0	4.9	4.0				0.14	0.006	T		hargrave 2014-03-08 05:05:20	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-6a	PI16-6	PI16-6a:LP-DIR-AF		HC	81.0	51.8	1.0	84.0	0.0	4.9	4.0				0.14	0.006	T		hargrave 2014-03-08 05:05:20	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-6b	PI16-6	PI16-6b:LP-DIR-T		HT	174.7	22.3	1.0	16.0	-1.0	19.7	8.1				833.0	473.0	K		hargrave 2016-02-01 10:55:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-6b	PI16-6	PI16-6b:LP-DIR-T		HT	75.4	63.0	1.0	16.0	0.0	19.7	8.1				833.0	473.0	K		hargrave 2016-02-01 10:55:01	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-7a	PI16-7	PI16-7a:LP-DIR-AF		HC	150.5	33.2	1.0	76.0	-1.0	1.7	1.2				0.14	0.01	T		hargrave 2014-03-08 07:20:59	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-7a	PI16-7	PI16-7a:LP-DIR-AF		HC	80.3	53.5	1.0	76.0	0.0	1.7	1.2				0.14	0.01	T		hargrave 2014-03-08 07:20:59	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-7b	PI16-7	PI16-7b:LP-DIR-T		HT	147.9	27.8	1.0	16.0	-1.0	3.9	4.0				848.0	523.0	K		hargrave 2016-02-01 08:47:55	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-7b	PI16-7	PI16-7b:LP-DIR-T		HT	79.9	47.7	1.0	16.0	0.0	3.9	4.0				848.0	523.0	K		hargrave 2016-02-01 08:47:55	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-8a	PI16-8	PI16-8a:LP-DIR-AF		HC	187.3	9.1	1.0	76.0	-1.0	1.0	1.3				0.14	0.01	T		hargrave 2014-03-08 09:36:39	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-8a	PI16-8	PI16-8a:LP-DIR-AF		HC	73.9	51.6	1.0	76.0	0.0	1.0	1.3				0.14	0.01	T		hargrave 2014-03-08 09:36:39	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-9a	PI16-9	PI16-9a:LP-DIR-AF		HC	170.6	11.5	1.0	66.0	-1.0	5.1	4.1				0.14	0.015	T		hargrave 2014-03-08 11:51:22	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-9a	PI16-9	PI16-9a:LP-DIR-AF		HC	82.1	62.2	1.0	66.0	0.0	5.1	4.1				0.14	0.015	T		hargrave 2014-03-08 11:51:22	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16-9b	PI16-9	PI16-9b:LP-DIR-T		HT	174.1	3.2	1.0	17.0	-1.0	5.3	6.3				853.0	523.0	K		hargrave 2016-02-01 08:49:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16
PI16-9b	PI16-9	PI16-9b:LP-DIR-T		HT	92.0	54.8	1.0	17.0	0.0	5.3	6.3				853.0	523.0	K		hargrave 2016-02-01 08:49:37	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16
PI16H-25a	PI16H-25	PI16H-25a:LP-DIR-T		MT	325.3	45.9	2.0	12.0	0.0	19.9	4.4				748.0	473.0	K		hargrave 2016-01-16 13:49:35	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-25a	PI16H-25	PI16H-25a:LP-DIR-T		MT	181.9	35.9	2.0	12.0	-1.0	19.9	4.4				748.0	473.0	K		hargrave 2016-01-16 13:49:35	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-25a	PI16H-25	PI16H-25a:LP-DIR-T		PLF	138.5	78.3	2.0	5.0	-1.0	46.2	4.2				398.0	77.0	K		hargrave 2016-01-16 13:49:35	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-25a	PI16H-25	PI16H-25a:LP-DIR-T		PLF	224.3	82.2	2.0	5.0	0.0	46.2	4.2				398.0	77.0	K		hargrave 2016-01-16 13:49:35	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-26a	PI16H-26	PI16H-26a:LP-DIR-T		PLF	159.4	64.8	3.0	6.0	-1.0	49.3	9.5				423.0	77.0	K		hargrave 2016-01-15 11:58:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-26a	PI16H-26	PI16H-26a:LP-DIR-T		MT	159.9	14.5	3.0	13.0	-1.0	18.1	4.6				773.0	473.0	K		hargrave 2016-01-15 11:58:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-26a	PI16H-26	PI16H-26a:LP-DIR-T		HT	163.1	-26.3	3.0	8.0	-1.0	9.0	15.6				852.0	773.0	K		hargrave 2016-01-15 11:58:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-26a	PI16H-26	PI16H-26a:LP-DIR-T		PLF	339.0	75.9	3.0	6.0	0.0	49.3	9.5				423.0	77.0	K		hargrave 2016-01-15 11:58:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-26a	PI16H-26	PI16H-26a:LP-DIR-T		MT	92.1	46.6	3.0	13.0	0.0	18.1	4.6				773.0	473.0	K		hargrave 2016-01-15 11:58:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-26a	PI16H-26	PI16H-26a:LP-DIR-T		HT	105.9	7.4	3.0	8.0	0.0	9.0	15.6				852.0	773.0	K		hargrave 2016-01-15 11:58:07	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-27a	PI16H-27	PI16H-27a:LP-DIR-T		HT	98.3	-12.6	3.0	8.0	0.0	1.1	18.5				852.0	773.0	K		hargrave 2016-01-15 11:59:41	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-27a	PI16H-27	PI16H-27a:LP-DIR-T		MT	90.5	48.8	3.0	9.0	0.0	19.2	3.5				673.0	473.0	K		hargrave 2016-01-15 11:59:41	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-27a	PI16H-27	PI16H-27a:LP-DIR-T		MT	163.0	37.5	3.0	9.0	-1.0	19.2	3.5				673.0	473.0	K		hargrave 2016-01-15 11:59:41	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-27a	PI16H-27	PI16H-27a:LP-DIR-T		HT	166.3	-24.3	3.0	8.0	-1.0	1.1	18.5				852.0	773.0	K		hargrave 2016-01-15 11:59:41	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-27a	PI16H-27	PI16H-27a:LP-DIR-T		PLF	87.9	74.5	3.0	6.0	-1.0	52.0	11.6				423.0	77.0	K		hargrave 2016-01-15 11:59:41	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-27a	PI16H-27	PI16H-27a:LP-DIR-T		PLF	343.0	70.1	3.0	6.0	0.0	52.0	11.6				423.0	77.0	K		hargrave 2016-01-15 11:59:41	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		hem	229.3	82.7	4.0	4.0	0.0	165.2	14.7				913.0	873.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		HT	85.7	-4.1	4.0	10.0	0.0	8.0	13.0				852.0	723.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		MT	83.2	45.1	4.0	9.0	0.0	28.5	4.4				673.0	473.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		hem	184.5	48.6	4.0	4.0	-1.0	165.2	14.7				913.0	873.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		HT	200.0	-50.5	4.0	10.0	-1.0	8.0	13.0				852.0	723.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		MT	187.1	-2.5	4.0	9.0	-1.0	28.5	4.4				673.0	473.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		PLF	347.9	69.4	4.0	6.0	0.0	58.5	7.2				423.0	77.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-28a	PI16H-28	PI16H-28a:LP-DIR-T		PLF	153.8	37.2	4.0	6.0	-1.0	58.5	7.2				423.0	77.0	K		hargrave 2016-01-15 12:01:10	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		hem	65.7	64.3	4.0	4.0	0.0	61.6	19.3				913.0	873.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		HT	114.3	82.2	4.0	5.0	0.0	41.4	12.5				843.0	773.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		MT	70.7	67.6	4.0	7.0	0.0	14.0	9.9				623.0	473.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		hem	174.1	46.5	4.0	4.0	-1.0	61.6	19.3				913.0	873.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		HT	191.9	65.5	4.0	5.0	-1.0	41.4	12.5				843.0	773.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		PLF	119.9	59.3	4.0	5.0	-1.0	42.9	8.6				398.0	77.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		PLF	342.1	63.7	4.0	5.0	0.0	42.9	8.6				398.0	77.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-29a	PI16H-29	PI16H-29a:LP-DIR-T		MT	177.4	49.6	4.0	7.0	-1.0	14.0	9.9				623.0	473.0	K		hargrave 2016-01-15 09:52:29	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		hem	156.2	45.9	4.0	4.0	-1.0	36.9	26.5				913.0	873.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		PLF	153.4	60.6	4.0	5.0	-1.0	19.0	16.9				398.0	77.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		MT	190.2	31.7	4.0	8.0	-1.0	21.7	9.6				648.0	473.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		HT	88.5	73.4	4.0	11.0	0.0	8.6	15.2				852.0	698.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		hem	29.9	64.8	4.0	4.0	0.0	36.9	26.5				913.0	873.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		MT	85.7	53.2	4.0	8.0	0.0	21.7	9.6				648.0	473.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		HT	187.9	51.8	4.0	11.0	-1.0	8.6	15.2				852.0	698.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI16H
PI16H-30a	PI16H-30	PI16H-30a:LP-DIR-T		PLF	1.2	76.5	4.0	5.0	0.0	19.0	16.9				398.0	77.0	K		hargrave 2016-01-16 12:37:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI16H
PI22-10b	PI22-10	PI22-10b:LP-DIR-T		LT	212.1	46.0	2.0	5.0	-1.0	44.9	9.6				448.0	348.0	K		hargrave 2014-10-10 20:36:19	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-10b	PI22-10	PI22-10b:LP-DIR-T		HT	281.6	52.1	2.0	15.0	-1.0	10.7	3.5				833.0	523.0	K		hargrave 2014-10-10 20:36:19	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-10b	PI22-10	PI22-10b:LP-DIR-T		LT	25.0	64.8	2.0	5.0	0.0	44.9	9.6				448.0	348.0	K		hargrave 2014-10-10 20:36:19	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-10b	PI22-10	PI22-10b:LP-DIR-T		HT	92.2	41.0	2.0	15.0	0.0	10.7	3.5				833.0	523.0	K		hargrave 2014-10-10 20:36:19	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-11b	PI22-11	PI22-11b:LP-DIR-T		hem	88.3	-5.7	3.0	7.0	0.0	49.8	30.3				873.0	793.0	K		hargrave 2014-11-03 19:53:34	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-11b	PI22-11	PI22-11b:LP-DIR-T		HT	73.6	32.8	3.0	8.0	0.0	19.6	3.7				748.0	573.0	K		hargrave 2014-11-03 19:53:34	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-11b	PI22-11	PI22-11b:LP-DIR-T		hem	354.5	31.1	3.0	7.0	-1.0	49.8	30.3				873.0	793.0	K		hargrave 2014-11-03 19:53:34	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-11b	PI22-11	PI22-11b:LP-DIR-T		LT	34.8	72.7	3.0	6.0	0.0	41.4	9.3				423.0	298.0	K		hargrave 2014-11-03 19:53:34	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	i			Slate Islands	PI22
PI22-11b	PI22-11	PI22-11b:LP-DIR-T		LT	209.4	59.0	3.0	6.0	-1.0	41.4	9.3				423.0	298.0	K		hargrave 2014-11-03 19:53:34	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-11b	PI22-11	PI22-11b:LP-DIR-T		HT	317.7	65.5	3.0	8.0	-1.0	19.6	3.7				748.0	573.0	K		hargrave 2014-11-03 19:53:34	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
PI22-12b	PI22-12	PI22-12b:LP-DIR-T		HT	279.9	62.5	2.0	13.0	-1.0	2.3	3.1				793.0	498.0	K		hargrave 2014-10-10 20:40:02	pmagpy-3.13.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g	i			Slate Islands	PI22
