tab 	er_locations
location_type	er_citation_names	continent_ocean	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	10.1130/G37927.1:This study	North America	48.69098	272.942158	Slate Islands	Central uplift of impact crater	48.62924	273.044394
>>>>>>>>>>
tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_lat	sample_bed_dip	er_location_name	sample_declination_correction	sample_height	magic_method_codes	sample_type	sample_azimuth	sample_lon	sample_class
0	10.1130/G37927.1:This study	32	143.8	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	723	PI16-7b	273	7.93E-09	4.45E-11	1.02E-10	1.12E-10	PI16-7b:LP-DIR-T	18	PI16	1	0.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	31.9	143.7	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	748	PI16-7b	273	7.16E-09	4.48E-11	1.84E-10	1.90E-10	PI16-7b:LP-DIR-T	19	PI16	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	33.3	149.4	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	773	PI16-7b	273	5.06E-09	5.76E-11	9.25E-11	7.01E-11	PI16-7b:LP-DIR-T	20	PI16	1	1.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	34.7	149.4	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	798	PI16-7b	273	3.67E-09	3.70E-11	8.00E-11	4.95E-11	PI16-7b:LP-DIR-T	21	PI16	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	38.4	129.0	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	823	PI16-7b	273	2.53E-09	6.74E-12	4.07E-11	3.85E-11	PI16-7b:LP-DIR-T	22	PI16	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	42.4	137.1	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	833	PI16-7b	273	2.16E-09	5.06E-11	2.41E-11	6.19E-11	PI16-7b:LP-DIR-T	23	PI16	1	2.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	48	170.3	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	843	PI16-7b	273	1.81E-09	5.04E-11	8.15E-11	4.05E-11	PI16-7b:LP-DIR-T	24	PI16	1	3.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	37	111.8	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	848	PI16-7b	273	3.60E-09	4.36E-11	5.89E-11	5.83E-11	PI16-7b:LP-DIR-T	25	PI16	1	0.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	8.2	124.8	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	853	PI16-7b	273	2.94E-09	1.93E-11	6.61E-11	7.38E-11	PI16-7b:LP-DIR-T	26	PI16	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	65.4	123.8	0	pmagpy-3.4.0	u	PI16-7		Slate Islands	873	PI16-7b	273	1.70E-09	3.19E-11	9.50E-11	3.06E-11	PI16-7b:LP-DIR-T	27	PI16	1	3.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	7.8	163.5	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	273	PI16-9b	273	9.78E-08	5.26E-10	4.85E-09	2.20E-09	PI16-9b:LP-DIR-T	1	PI16	1	3.1	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	7.6	166.9	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	323	PI16-9b	273	9.60E-08	5.50E-10	3.42E-10	8.12E-10	PI16-9b:LP-DIR-T	2	PI16	1	0.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	7.4	169.6	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	348	PI16-9b	273	9.38E-08	3.95E-10	4.06E-09	9.03E-10	PI16-9b:LP-DIR-T	3	PI16	1	2.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.9	170.4	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	373	PI16-9b	273	9.06E-08	3.76E-10	3.73E-09	1.15E-09	PI16-9b:LP-DIR-T	4	PI16	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.8	167.4	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	398	PI16-9b	273	8.74E-08	4.16E-10	6.52E-09	2.22E-09	PI16-9b:LP-DIR-T	5	PI16	1	4.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.1	170.2	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	423	PI16-9b	273	8.35E-08	3.98E-10	3.50E-09	1.12E-09	PI16-9b:LP-DIR-T	6	PI16	1	2.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	5.7	168.8	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	448	PI16-9b	273	7.96E-08	3.23E-10	2.15E-09	7.80E-10	PI16-9b:LP-DIR-T	7	PI16	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.9	168.1	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	473	PI16-9b	273	7.50E-08	2.29E-09	2.04E-09	8.76E-10	PI16-9b:LP-DIR-T	8	PI16	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.6	170.5	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	498	PI16-9b	273	7.17E-08	1.88E-09	2.58E-09	8.30E-10	PI16-9b:LP-DIR-T	9	PI16	1	2.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.4	170.8	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	523	PI16-9b	273	6.83E-08	2.17E-09	1.59E-09	6.67E-10	PI16-9b:LP-DIR-T	10	PI16	1	2.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	5.4	170.7	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	548	PI16-9b	273	6.37E-08	1.92E-09	1.13E-09	6.51E-10	PI16-9b:LP-DIR-T	11	PI16	1	2.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.9	169.8	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	573	PI16-9b	273	5.86E-08	5.88E-10	3.24E-09	7.81E-10	PI16-9b:LP-DIR-T	12	PI16	1	3.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	5.1	171.3	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	598	PI16-9b	273	5.48E-08	1.77E-10	2.57E-09	6.49E-10	PI16-9b:LP-DIR-T	13	PI16	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.4	174.7	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	623	PI16-9b	273	4.82E-08	2.29E-10	3.59E-09	5.08E-10	PI16-9b:LP-DIR-T	14	PI16	1	4.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.9	172.7	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	648	PI16-9b	273	4.29E-08	1.37E-10	3.08E-09	7.33E-10	PI16-9b:LP-DIR-T	15	PI16	1	4.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	4.8	171.9	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	673	PI16-9b	273	3.85E-08	1.21E-10	2.66E-09	7.55E-10	PI16-9b:LP-DIR-T	16	PI16	1	4.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	7.4	171.7	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	698	PI16-9b	273	2.99E-08	3.17E-10	1.11E-09	1.44E-10	PI16-9b:LP-DIR-T	17	PI16	1	2.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.7	170.9	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	723	PI16-9b	273	2.64E-08	8.79E-11	6.54E-10	2.80E-10	PI16-9b:LP-DIR-T	18	PI16	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	7.2	172.3	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	748	PI16-9b	273	2.33E-08	1.17E-10	1.14E-09	1.70E-10	PI16-9b:LP-DIR-T	19	PI16	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	9.2	172.0	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	773	PI16-9b	273	1.95E-08	8.48E-11	3.50E-10	3.42E-10	PI16-9b:LP-DIR-T	20	PI16	1	1.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	6.7	168.7	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	798	PI16-9b	273	1.36E-08	5.66E-11	3.25E-10	2.29E-10	PI16-9b:LP-DIR-T	21	PI16	1	1.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	13.7	167.4	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	823	PI16-9b	273	8.82E-09	1.14E-10	1.95E-10	2.39E-10	PI16-9b:LP-DIR-T	22	PI16	1	1.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	19	172.1	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	833	PI16-9b	273	7.16E-09	2.94E-10	1.36E-10	1.43E-10	PI16-9b:LP-DIR-T	23	PI16	1	2.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	29.8	178.0	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	843	PI16-9b	273	8.45E-09	9.89E-11	3.63E-10	1.98E-10	PI16-9b:LP-DIR-T	24	PI16	1	2.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	14.5	68.0	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	848	PI16-9b	273	7.59E-09	1.67E-10	1.17E-10	2.06E-10	PI16-9b:LP-DIR-T	25	PI16	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-0.1	101.8	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	853	PI16-9b	273	7.86E-09	1.86E-10	1.56E-10	4.21E-10	PI16-9b:LP-DIR-T	26	PI16	1	3.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	38.2	133.9	0	pmagpy-3.4.0	u	PI16-9		Slate Islands	873	PI16-9b	273	3.54E-09	1.62E-10	7.22E-11	3.00E-10	PI16-9b:LP-DIR-T	27	PI16	1	4.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.2	130.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	273	PI15-10a	273	3.81E-07	3.28E-09	5.75E-09	6.75E-09	PI15-10a:LP-DIR-T	1	PI15	1	1.4	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	25.2	130.1	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	323	PI15-10a	273	3.79E-07	3.52E-09	4.74E-09	5.14E-09	PI15-10a:LP-DIR-T	2	PI15	1	1.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.2	131.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	348	PI15-10a	273	3.76E-07	3.42E-09	8.70E-09	1.03E-08	PI15-10a:LP-DIR-T	3	PI15	1	2.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25	129.6	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	373	PI15-10a	273	3.73E-07	3.47E-09	2.76E-09	3.49E-09	PI15-10a:LP-DIR-T	4	PI15	1	0.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.9	129.3	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	398	PI15-10a	273	3.68E-07	3.47E-09	4.62E-09	5.78E-09	PI15-10a:LP-DIR-T	5	PI15	1	1.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.9	127.5	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	423	PI15-10a	273	3.65E-07	3.43E-09	1.18E-08	1.61E-08	PI15-10a:LP-DIR-T	6	PI15	1	3.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.7	128.7	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	448	PI15-10a	273	3.60E-07	3.20E-09	2.75E-09	3.55E-09	PI15-10a:LP-DIR-T	7	PI15	1	0.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.7	128.2	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	473	PI15-10a	273	3.54E-07	3.13E-09	8.30E-09	1.08E-08	PI15-10a:LP-DIR-T	8	PI15	1	2.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.8	130.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	498	PI15-10a	273	3.46E-07	4.53E-09	1.38E-08	1.88E-08	PI15-10a:LP-DIR-T	9	PI15	1	3.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.7	127.4	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	523	PI15-10a	273	3.39E-07	3.55E-09	9.94E-09	1.46E-08	PI15-10a:LP-DIR-T	10	PI15	1	3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.6	127.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	548	PI15-10a	273	3.31E-07	3.68E-09	6.72E-09	9.81E-09	PI15-10a:LP-DIR-T	11	PI15	1	2.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.6	126.3	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	573	PI15-10a	273	3.14E-07	3.85E-09	2.16E-09	3.74E-09	PI15-10a:LP-DIR-T	12	PI15	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.6	127.6	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	598	PI15-10a	273	3.04E-07	3.39E-09	4.62E-09	6.74E-09	PI15-10a:LP-DIR-T	13	PI15	1	1.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.6	116.1	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	623	PI15-10a	273	2.88E-07	2.93E-09	1.03E-09	1.70E-09	PI15-10a:LP-DIR-T	14	PI15	1	0.6	b	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.5	126.2	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	648	PI15-10a	273	2.63E-07	2.27E-09	2.02E-09	2.86E-09	PI15-10a:LP-DIR-T	15	PI15	1	0.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	24.8	126.5	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	673	PI15-10a	273	2.39E-07	2.96E-09	4.46E-09	5.57E-09	PI15-10a:LP-DIR-T	16	PI15	1	1.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.2	126.1	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	698	PI15-10a	273	2.04E-07	2.43E-09	2.00E-09	3.12E-09	PI15-10a:LP-DIR-T	17	PI15	1	1.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.5	125.9	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	723	PI15-10a	273	2.04E-07	2.01E-09	6.79E-09	9.53E-09	PI15-10a:LP-DIR-T	18	PI15	1	3.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.3	126.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	748	PI15-10a	273	1.69E-07	1.35E-09	1.82E-09	2.04E-09	PI15-10a:LP-DIR-T	19	PI15	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.5	127.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	773	PI15-10a	273	1.41E-07	1.49E-09	1.36E-09	1.79E-09	PI15-10a:LP-DIR-T	20	PI15	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.4	124.4	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	798	PI15-10a	273	1.07E-07	1.30E-09	2.80E-09	4.28E-09	PI15-10a:LP-DIR-T	21	PI15	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.6	125.8	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	823	PI15-10a	273	6.96E-08	9.60E-10	6.04E-09	5.14E-09	PI15-10a:LP-DIR-T	22	PI15	1	5.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	40	147.3	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	848	PI15-10a	273	1.71E-08	2.62E-10	8.81E-10	7.48E-10	PI15-10a:LP-DIR-T	23	PI15	1	3.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-24.4	217.1	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	873	PI15-10a	273	1.32E-09	1.48E-10	8.08E-11	8.27E-11	PI15-10a:LP-DIR-T	24	PI15	1	6.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	51.7	67.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	898	PI15-10a	273	2.19E-09	3.18E-10	9.00E-11	1.44E-10	PI15-10a:LP-DIR-T	25	PI15	1	7.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-48.8	124.0	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	923	PI15-10a	273	3.74E-09	3.68E-10	3.46E-10	1.57E-10	PI15-10a:LP-DIR-T	26	PI15	1	7.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-0.8	168.8	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	273	PI15-10a	273	3.21E-09	5.27E-10	3.87E-10	3.12E-10	PI15-10a:LP-DIR-T	27	PI15	1	11.2	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	-10	168.3	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	273	PI15-10a	273	2.92E-09	1.40E-10	3.06E-10	1.74E-10	PI15-10a:LP-DIR-T	28	PI15	1	6.5	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	32.9	49.8	0	pmagpy-3.2.1	u	PI15-10		Slate Islands	943	PI15-10a	273	2.59E-09	3.50E-10	1.33E-10	1.50E-10	PI15-10a:LP-DIR-T	29	PI15	1	7.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	28	141.3	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	273	PI15-2a	273	5.33E-07	9.20E-09	2.54E-08	1.41E-08	PI15-2a:LP-DIR-T	1	PI15	1	3.3	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	27.9	140.9	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	323	PI15-2a	273	5.32E-07	9.20E-09	2.40E-08	1.23E-08	PI15-2a:LP-DIR-T	2	PI15	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	27.8	142.7	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	348	PI15-2a	273	5.29E-07	9.23E-09	2.01E-08	8.32E-09	PI15-2a:LP-DIR-T	3	PI15	1	2.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	27.4	143.1	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	373	PI15-2a	273	5.25E-07	8.88E-09	2.06E-08	9.17E-09	PI15-2a:LP-DIR-T	4	PI15	1	2.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	27.2	143.1	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	398	PI15-2a	273	5.19E-07	8.62E-09	2.95E-08	1.60E-08	PI15-2a:LP-DIR-T	5	PI15	1	3.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.9	141.5	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	423	PI15-2a	273	5.16E-07	8.46E-09	1.47E-08	6.28E-09	PI15-2a:LP-DIR-T	6	PI15	1	2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.7	142.0	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	448	PI15-2a	273	5.10E-07	8.90E-09	1.20E-08	3.37E-09	PI15-2a:LP-DIR-T	7	PI15	1	1.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.5	143.2	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	473	PI15-2a	273	5.01E-07	9.07E-09	2.08E-08	9.58E-09	PI15-2a:LP-DIR-T	8	PI15	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.3	140.4	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	498	PI15-2a	273	4.84E-07	6.18E-09	1.51E-08	8.15E-09	PI15-2a:LP-DIR-T	9	PI15	1	2.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.1	142.6	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	523	PI15-2a	273	4.71E-07	5.83E-09	2.15E-08	1.34E-08	PI15-2a:LP-DIR-T	10	PI15	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.2	142.2	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	548	PI15-2a	273	4.58E-07	5.97E-09	2.09E-08	1.17E-08	PI15-2a:LP-DIR-T	11	PI15	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26	141.3	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	573	PI15-2a	273	4.32E-07	6.32E-09	1.94E-08	1.08E-08	PI15-2a:LP-DIR-T	12	PI15	1	3.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.9	142.9	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	598	PI15-2a	273	4.13E-07	6.14E-09	2.12E-08	1.20E-08	PI15-2a:LP-DIR-T	13	PI15	1	3.5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.9	142.8	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	623	PI15-2a	273	3.85E-07	5.63E-09	1.38E-08	6.76E-09	PI15-2a:LP-DIR-T	14	PI15	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.7	143.4	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	648	PI15-2a	273	3.50E-07	4.69E-09	1.89E-08	1.04E-08	PI15-2a:LP-DIR-T	15	PI15	1	3.6	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.4	143.2	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	673	PI15-2a	273	2.68E-07	3.11E-09	3.65E-09	8.33E-10	PI15-2a:LP-DIR-T	16	PI15	1	1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	87.9	337.6	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	698	PI15-2a	273	2.08E-06	6.00E-09	2.56E-08	1.47E-08	PI15-2a:LP-DIR-T	17	PI15	1	0.8	b	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.4	144.6	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	723	PI15-2a	273	2.84E-07	4.06E-09	1.17E-08	5.36E-09	PI15-2a:LP-DIR-T	18	PI15	1	2.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	25.9	142.5	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	748	PI15-2a	273	2.24E-07	4.35E-09	9.39E-09	3.75E-09	PI15-2a:LP-DIR-T	19	PI15	1	2.8	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.3	144.5	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	773	PI15-2a	273	1.86E-07	3.31E-09	5.96E-09	1.91E-09	PI15-2a:LP-DIR-T	20	PI15	1	2.2	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	26.4	143.7	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	798	PI15-2a	273	1.39E-07	2.34E-09	4.01E-09	8.50E-10	PI15-2a:LP-DIR-T	21	PI15	1	1.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	29.9	144.6	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	823	PI15-2a	273	7.51E-08	1.05E-09	3.06E-09	4.25E-10	PI15-2a:LP-DIR-T	22	PI15	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	19.8	163.2	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	848	PI15-2a	273	2.92E-08	2.95E-10	1.26E-09	2.32E-10	PI15-2a:LP-DIR-T	23	PI15	1	2.4	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	2.1	122.7	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	873	PI15-2a	273	8.93E-09	6.83E-10	5.45E-10	2.72E-10	PI15-2a:LP-DIR-T	24	PI15	1	5	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-20.8	126.4	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	898	PI15-2a	273	6.64E-09	3.20E-10	4.34E-10	5.47E-10	PI15-2a:LP-DIR-T	25	PI15	1	6.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-19.2	134.4	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	923	PI15-2a	273	9.46E-09	1.02E-09	6.30E-10	3.43E-10	PI15-2a:LP-DIR-T	26	PI15	1	7.3	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	60.8	210.8	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	273	PI15-2a	273	6.57E-09	1.29E-09	3.31E-10	7.70E-10	PI15-2a:LP-DIR-T	27	PI15	1	6	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	22.6	111.6	0	pmagpy-3.2.1	u	PI15-2		Slate Islands	943	PI15-2a	273	6.76E-09	8.20E-10	5.87E-10	4.80E-10	PI15-2a:LP-DIR-T	28	PI15	1	6.1	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-4.5	136.1	0	pmagpy-3.2.1	u	PI15-6		Slate Islands	273	PI15-6a	273	3.25E-07	5.77E-09	1.13E-08	1.27E-08	PI15-6a:LP-DIR-T	1	PI15	1	3.1	g	LT-NO:LP-DIR-T
0	10.1130/G37927.1:This study	-4.6	136.3	0	pmagpy-3.2.1	u	PI15-6		Slate Islands	323	PI15-6a	273	3.24E-07	5.92E-09	1.37E-08	1.51E-08	PI15-6a:LP-DIR-T	2	PI15	1	3.7	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-4.8	134.9	0	pmagpy-3.2.1	u	PI15-6		Slate Islands	348	PI15-6a	273	3.23E-07	6.30E-09	1.41E-08	1.60E-08	PI15-6a:LP-DIR-T	3	PI15	1	3.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-5.2	134.6	0	pmagpy-3.2.1	u	PI15-6		Slate Islands	373	PI15-6a	273	3.22E-07	6.06E-09	5.37E-09	7.75E-09	PI15-6a:LP-DIR-T	4	PI15	1	1.9	g	LT-T-Z:LP-DIR-T
0	10.1130/G37927.1:This study	-5.5	134.2	0	pmagpy-3.2.1	u	PI15-6		Slate Islands	398	PI15-6a	273	3.19E-07	6.11E-09	1.39E-08	1.63E-08	PI15-6a:LP-DIR-T	5	PI15	1	4	g	LT-T-Z:LP-DIR-T
